"instance","label","avgx1","avgx2","avgx3","avgx4","avgx5","avgx6","avgx7","avgx8","avgx9","avgx10","avgx11","avgx12","avgx13","avgx14","avgx15","avgx16","avgx17","avgx18","avgx19","avgx20","avgx21","avgx22","avgx23","avgx24","avgx25","avgx26","avgx27","avgx28","avgy1","avgy2","avgy3","avgy4","avgy5","avgy6","avgy7","avgy8","avgy9","avgy10","avgy11","avgy12","avgy13","avgy14","avgy15","avgy16","avgy17","avgy18","avgy19","avgy20","avgy21","avgy22","avgy23","avgy24","avgy25","avgy26","avgy27","avgy28","transx1","transx2","transx3","transx4","transx5","transx6","transx7","transx8","transx9","transx10","transx11","transx12","transx13","transx14","transx15","transx16","transx17","transx18","transx19","transx20","transx21","transx22","transx23","transx24","transx25","transx26","transx27","transx28","transy1","transy2","transy3","transy4","transy5","transy6","transy7","transy8","transy9","transy10","transy11","transy12","transy13","transy14","transy15","transy16","transy17","transy18","transy19","transy20","transy21","transy22","transy23","transy24","transy25","transy26","transy27","transy28"
468,7,0,0,0,0,0,0,15.5714285714286,55.8928571428571,69.3214285714286,57.0357142857143,56.6428571428571,59.4642857142857,56.6428571428571,53.7142857142857,56.75,63.7142857142857,68.6428571428571,67.3928571428571,67.3571428571429,65.5357142857143,69.1071428571429,59.0714285714286,42.1785714285714,8.57142857142857,0,0,0,0,0,23.0714285714286,29.9285714285714,34.5,37.1785714285714,38.8928571428571,37.7142857142857,39.5357142857143,40.9285714285714,43.0357142857143,45.2142857142857,45.1785714285714,45.5,40.9642857142857,34.0357142857143,31.8928571428571,31.6071428571429,67.1428571428571,132.5,119.571428571429,74.2142857142857,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
469,7,0,0,0,17.7857142857143,30.5,39.6428571428571,36.4285714285714,21.25,16.2857142857143,14.4285714285714,14.4285714285714,14.1071428571429,11.5714285714286,11.5714285714286,11.3928571428571,19.8928571428571,23.2857142857143,30.2857142857143,36.7142857142857,40.9642857142857,44.6071428571429,63.6071428571429,43.2857142857143,0,0,0,0,0,0,1.75,12.25,15.3571428571429,16.2857142857143,16.1428571428571,15.5,16.2857142857143,14.4285714285714,14,13.0714285714286,25.0357142857143,33.7142857142857,30.8214285714286,30.9642857142857,33.1071428571429,68.2142857142857,137.75,47.3571428571429,0,0,0,0,0,0,0,0,0,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
470,8,0,0,0,0,0,0,0,15.5,53.7857142857143,95.5357142857143,119.357142857143,93.2142857142857,82.8928571428571,91.7857142857143,103.642857142857,81.8214285714286,58.25,47.4285714285714,58.1428571428571,60.0357142857143,41.8571428571429,26.1785714285714,24.1785714285714,25.9285714285714,26.1428571428571,22.5714285714286,9.96428571428571,0,0,0,0,18.0714285714286,61.1428571428571,79.4285714285714,60.5,50.9285714285714,56.4642857142857,47.9285714285714,40.6785714285714,54.2142857142857,54.1071428571429,54.6071428571429,49.5,46.4285714285714,53.6071428571429,67.1785714285714,79.4642857142857,90.0357142857143,97.25,65.1428571428571,11.5357142857143,0,0,0,0,0,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
471,1,0,0,0,0,0,0,0,0,0,0,0,47.1785714285714,110.142857142857,135.892857142857,78.1428571428571,57.7142857142857,45.8571428571429,28.2857142857143,3.67857142857143,0,0,0,0,0,0,0,0,0,0,0,0,11.7857142857143,20.7857142857143,32.3214285714286,29.3928571428571,27.3928571428571,26.3928571428571,23.8571428571429,21.3214285714286,23.8214285714286,23.9285714285714,23.8214285714286,23.8214285714286,23.8214285714286,23.8214285714286,23.7857142857143,23.8214285714286,26.7857142857143,42.8571428571429,36.9285714285714,16.4285714285714,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
472,9,0,0,0,0,0,0,0,1.46428571428571,14.5357142857143,40,73.0714285714286,84.1428571428571,82.3214285714286,86.3214285714286,81.6785714285714,73.9285714285714,67.8928571428571,64.5357142857143,70.1071428571429,65.8928571428571,49.7857142857143,17.4285714285714,1.42857142857143,0,0,0,0,0,0,0,27.4642857142857,24.75,27.4642857142857,27.5357142857143,30.3928571428571,28.9285714285714,26.0357142857143,27.5714285714286,28.9285714285714,27.5714285714286,31.0714285714286,64.5714285714286,91.6428571428571,68.8928571428571,57.0714285714286,61.6428571428571,58.5714285714286,63.1071428571429,64.3214285714286,37,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
473,2,0,0,0,0,0,0,0,0,15.7142857142857,31.9285714285714,43.0357142857143,44.2142857142857,48.25,71.8928571428571,84.5,100.75,31.2142857142857,17.5714285714286,17.5714285714286,18.0357142857143,14.9642857142857,7.5,0,0,0,0,0,0,0,0,0,0,14.2142857142857,19.7857142857143,47.9285714285714,92.1785714285714,67.5357142857143,18.4285714285714,14.6071428571429,14.0714285714286,15.6785714285714,16.5714285714286,15.4285714285714,15.9285714285714,14.1071428571429,11.6071428571429,22.6071428571429,24.8214285714286,28.3571428571429,34.3571428571429,41.6785714285714,17.25,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
474,0,0,0,0,0,54.5,71.9285714285714,70.9285714285714,60.3571428571429,62.4285714285714,61.6071428571429,59.6785714285714,52.3571428571429,55.4642857142857,56.1785714285714,54.2142857142857,56.0357142857143,56,53.1071428571429,53.75,52.1428571428571,61.1785714285714,93.2857142857143,79.5,52.4285714285714,0,0,0,0,0,0,0,0,25.4642857142857,75.1428571428571,99.6071428571429,90.8571428571429,64.6071428571429,62.6428571428571,63.25,61.9642857142857,60.7142857142857,58.5,56.0357142857143,56.4285714285714,57.7142857142857,60.9285714285714,58.3571428571429,62.8214285714286,75.3214285714286,69.5714285714286,45.1785714285714,11.9642857142857,0,0,0,0,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
475,5,0,0,0,0,0,0,0,17.3928571428571,45.5714285714286,62.7857142857143,72.4285714285714,63.2142857142857,53.1071428571429,49.2142857142857,54.7857142857143,59.0714285714286,61.4285714285714,73.7142857142857,72.25,39.25,18.7142857142857,16,15.5714285714286,14.2142857142857,12.5,10.2142857142857,8.28571428571429,0,0,0,0,0,1.75,62.5357142857143,86.7857142857143,48.8571428571429,27.3928571428571,18.7142857142857,18.6785714285714,22.2857142857143,49.75,80.1071428571429,49.25,24.0714285714286,21.0714285714286,22.8928571428571,25.4642857142857,69.6785714285714,137.142857142857,53.2857142857143,0,0,0,0,0,0,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
476,1,0,0,0,0,0,0,0,11.0357142857143,31,35.4285714285714,39.0357142857143,36.9642857142857,38.3571428571429,39.3571428571429,39.5714285714286,43.1428571428571,48.7857142857143,49.1071428571429,48.0357142857143,34,12.9285714285714,0,0,0,0,0,0,0,0,0,0,14.5357142857143,20.7142857142857,25.1071428571429,25.5357142857143,23.6071428571429,25.3571428571429,27.2142857142857,25.1428571428571,23.7142857142857,25.4285714285714,29.2857142857143,25.8571428571429,29.25,26.1785714285714,30.6071428571429,27.5714285714286,27.8571428571429,32.3214285714286,24.6071428571429,16.8571428571429,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
477,2,0,0,0,0,0,0,30.9642857142857,38.5,31.8214285714286,35.1428571428571,44.7142857142857,49.9642857142857,44.7857142857143,42.6071428571429,42.8214285714286,36.7142857142857,42.7857142857143,71.8571428571429,51.4642857142857,13.3214285714286,12.5714285714286,11.7857142857143,14.0714285714286,13.3214285714286,13.2857142857143,10.9642857142857,0,0,0,0,0,0,0,0,0,7.07142857142857,57.25,93.6428571428571,98.1785714285714,65.7857142857143,78.0714285714286,49.6428571428571,15.2142857142857,15.2142857142857,14,28.9642857142857,31.75,58.3214285714286,40.3571428571429,0,0,0,0,0,0,0,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
478,2,0,0,0,0,16.0357142857143,38.5714285714286,48.25,46.3928571428571,41.9642857142857,41.5357142857143,56.4285714285714,76.1428571428571,66.6785714285714,67.9285714285714,70.1785714285714,71.4285714285714,71.4285714285714,67.8928571428571,62.2857142857143,84.3214285714286,83.2142857142857,63.25,21.2857142857143,8.14285714285714,0,0,0,0,0,0,0,0,11,52.5357142857143,75.1428571428571,66.7142857142857,59.5,62.3214285714286,70.7857142857143,83.6428571428571,119.857142857143,92.7857142857143,41.3928571428571,25.3571428571429,26.2857142857143,26.2857142857143,28,28.2142857142857,51.0357142857143,80.8214285714286,73.5714285714286,28.1071428571429,0,0,0,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
479,7,0,0,0,0,0,12.3214285714286,21.1428571428571,27.8214285714286,25.0357142857143,25.1428571428571,44.5714285714286,56.3214285714286,84.25,135.107142857143,149.214285714286,131.607142857143,91.6785714285714,75.5,25.0357142857143,22.9285714285714,20,20,15,0,0,0,0,0,0,11.6785714285714,26.1071428571429,28.9642857142857,25.0357142857143,25.2142857142857,25.0357142857143,26.7142857142857,30.0357142857143,30.0357142857143,35.8214285714286,76.75,107.214285714286,88.5,45.25,30.1785714285714,30,53.3214285714286,108.928571428571,114.035714285714,63.8571428571429,0,0,0,0,0,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
480,3,0,0,0,0,0,0,9.64285714285714,22.6428571428571,38.8928571428571,54.75,74.5,76.5357142857143,71.8571428571429,74.25,75.6428571428571,84.1428571428571,97.75,125.535714285714,121.214285714286,83.6428571428571,28.6785714285714,3.10714285714286,0,0,0,0,0,0,0,0,0,32.6428571428571,80.8214285714286,75.7857142857143,45.25,35.9642857142857,30.1428571428571,23.9285714285714,23.6071428571429,25.3214285714286,47.8214285714286,101.714285714286,88.8214285714286,63.8214285714286,48.3571428571429,34.5714285714286,31.5357142857143,48.3571428571429,79.8571428571429,77.3571428571429,47.1071428571429,0,0,0,0,0,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
481,5,0,0,0,0,0,0,0,0.964285714285714,38.5714285714286,96.5357142857143,129.285714285714,126.678571428571,93.6428571428571,92.2142857142857,98.4642857142857,130.821428571429,121.428571428571,108.285714285714,59.5357142857143,31.75,28,23.6428571428571,1.17857142857143,0,0,0,0,0,0,0,0,40.3928571428571,67.2857142857143,77.5714285714286,67,34.2857142857143,31.75,34.5714285714286,52.6071428571429,67.2142857142857,82.0357142857143,74.1785714285714,54.3214285714286,35.5714285714286,34.2142857142857,37.0357142857143,50.0357142857143,91,109.357142857143,90.1071428571429,50.4642857142857,0,0,0,0,0,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
482,4,0,0,0,0,0,0,23.75,39.25,53.25,52.7142857142857,64.8571428571429,64.6071428571429,61.0714285714286,59.8214285714286,35.6785714285714,29,29.6428571428571,37.3928571428571,39.6071428571429,37.7142857142857,33.2142857142857,29.6071428571429,37.5,27.1428571428571,19.6785714285714,3.03571428571429,0,0,0,0,0,0,14.3571428571429,22.6785714285714,22.8214285714286,25.4285714285714,26.0357142857143,59.7142857142857,106.892857142857,80.5714285714286,49.3571428571429,49.9285714285714,50.1785714285714,53.7857142857143,55.1071428571429,52.9642857142857,32.1785714285714,20.6071428571429,26,24.5,5.42857142857143,0,0,0,0,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
483,9,0,0,0,0,0,0,0,0,0,7.10714285714286,49.6428571428571,71.9285714285714,53,73.25,96.0357142857143,89.8214285714286,89.3928571428571,101.5,70.0357142857143,15.25,2.35714285714286,0,0,0,0,0,0,0,0,0,9.17857142857143,17.3214285714286,20.3928571428571,20.4642857142857,18.6785714285714,18.4642857142857,20.1428571428571,23.4285714285714,54.7142857142857,72.8928571428571,73.5357142857143,52.9642857142857,37.2857142857143,36.5714285714286,37.9642857142857,38.1428571428571,39.7857142857143,38.3214285714286,48.0714285714286,41,0,0,0,0,0,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
484,7,0,0,0,0,0,18.1428571428571,31.8214285714286,58.8214285714286,68.8214285714286,53.0357142857143,50.8214285714286,50.7857142857143,52.9642857142857,52.9642857142857,56.2142857142857,57.3571428571429,55.2857142857143,52.3928571428571,55.8571428571429,55.75,56.9285714285714,61.3214285714286,47.5,33.8571428571429,15.6428571428571,0,0,0,0,0,30.9642857142857,35.1071428571429,33.7142857142857,39.7142857142857,37.5714285714286,39.75,41.8928571428571,42.6785714285714,46.2857142857143,45.2142857142857,44.0357142857143,40.9642857142857,37.8214285714286,33.1071428571429,37.8928571428571,60.9285714285714,99.9285714285714,120.892857142857,87.6428571428571,30.1785714285714,0,0,0,0,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76.8571428571429,179.714285714286,115.714285714286,7.53571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0357142857143,30.1428571428571,19.8571428571429,18.8928571428571,19,18.8928571428571,18.8928571428571,17.0714285714286,17.6071428571429,19.0357142857143,18.8928571428571,16.0357142857143,17.3214285714286,21.1071428571429,22.75,18.8928571428571,18.8928571428571,18.8928571428571,17.9642857142857,13.6428571428571,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
486,8,0,0,0,0,0,0,15.1785714285714,41.9642857142857,64.6785714285714,89.2857142857143,100.857142857143,87.0357142857143,74.5,83.4285714285714,93.25,69.1785714285714,39.3571428571429,38.9285714285714,41.3571428571429,41.3571428571429,36.6428571428571,38.3928571428571,38.8571428571429,21.0357142857143,10.3571428571429,1.25,0,0,0,0,0,0,43.4285714285714,75.0714285714286,57.1071428571429,41.3571428571429,50.9285714285714,58.5357142857143,53.5357142857143,38.8214285714286,56.9642857142857,64.8214285714286,56.1428571428571,53.5714285714286,55.5714285714286,55.5714285714286,33.4285714285714,36.6428571428571,48.2142857142857,64.5357142857143,54.5357142857143,28.1071428571429,0,0,0,0,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
487,3,0,0,0,13.1428571428571,20.4642857142857,23.4642857142857,21.1785714285714,18.6071428571429,20.6785714285714,51.8571428571429,74.5714285714286,78.25,88.0357142857143,88.75,91.7142857142857,89,74.5357142857143,45.7857142857143,45.3571428571429,49.3214285714286,59.3214285714286,47.6428571428571,20.3928571428571,0,0,0,0,0,0,0,0,7.42857142857143,53.5714285714286,79.6785714285714,56.4285714285714,37.8571428571429,24.5714285714286,24.5714285714286,23.4642857142857,47.75,118.571428571429,99.2857142857143,32.8571428571429,27.6071428571429,28,28.8571428571429,50.8571428571429,101.285714285714,106.535714285714,58.25,14.6428571428571,0,0,0,0,0,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
488,9,0,0,0,0,8.92857142857143,13.2142857142857,18.3928571428571,17.6428571428571,21.3214285714286,44.4285714285714,64.9285714285714,67.3571428571429,63.2857142857143,59.5,53.25,55.9285714285714,50.5357142857143,50.9642857142857,58.5,59.8571428571429,37.3928571428571,7.5,0,0,0,0,0,0,0,12.3571428571429,14.75,17.2142857142857,18.7142857142857,20.3214285714286,22.9285714285714,24.6428571428571,26.8214285714286,25,26.1785714285714,26.0357142857143,26.6785714285714,74.0714285714286,85.3571428571429,54.3571428571429,58.6071428571429,49.4285714285714,54.2142857142857,70.75,44.5,0,0,0,0,0,0,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
489,6,0,0,0,0,0,0,0,0,45.1071428571429,112.392857142857,121.214285714286,59.6071428571429,36.8928571428571,84.3571428571429,109.321428571429,104.285714285714,71.2142857142857,58.3571428571429,45.3928571428571,44.4642857142857,52.9642857142857,81.0714285714286,48.25,4.42857142857143,0,0,0,0,0,0,0,0,0,31.8214285714286,64.5,78.8571428571429,61.3571428571429,66.0714285714286,75.0714285714286,70,69.8928571428571,71.1785714285714,67.6071428571429,63.7142857142857,72.6785714285714,79.9285714285714,73.2857142857143,45.75,20.6785714285714,21.1071428571429,19.7857142857143,16.8928571428571,9.14285714285714,0,0,0,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
490,0,0,0,0,0,0,50.9642857142857,69.8571428571429,64.2142857142857,53.8571428571429,44.75,47.5357142857143,47.6071428571429,43.5714285714286,44.1785714285714,39.7857142857143,39.3571428571429,34.8214285714286,33.8571428571429,34.4642857142857,23.75,32.1071428571429,46.7857142857143,53.9285714285714,63.8571428571429,44.7857142857143,0,0,0,0,0,0,0,0,0,21.3214285714286,78.8214285714286,95.8928571428571,58.8928571428571,52.6428571428571,51.3928571428571,54.1428571428571,57.1785714285714,48.9285714285714,43.2142857142857,45.1428571428571,51.3928571428571,70.0714285714286,77.3571428571429,68.3214285714286,39.3214285714286,0,0,0,0,0,0,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
491,3,0,0,0,0,7.42857142857143,15.6428571428571,16.4285714285714,12.9285714285714,31.9642857142857,45.9642857142857,60.7857142857143,72.2857142857143,77.6071428571429,86.8571428571429,90.5357142857143,96.5357142857143,108.357142857143,99.5,94.6071428571429,75,54.5357142857143,18.8214285714286,0,0,0,0,0,0,0,0,0,0,32.5,107.964285714286,130.25,53.2142857142857,29.1428571428571,25.8214285714286,25.8214285714286,31.1785714285714,36.3214285714286,51.3928571428571,72.8571428571429,61,42.1428571428571,39.6428571428571,40.0714285714286,32.6785714285714,50.0357142857143,81.5357142857143,79.6071428571429,42.6071428571429,0,0,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
492,1,0,0,0,0,0,11.4285714285714,31.8928571428571,38.7142857142857,36.4642857142857,29.6071428571429,29.6071428571429,31.8571428571429,31.8571428571429,31.8928571428571,31.8571428571429,31.8928571428571,34.1785714285714,38.7142857142857,38.7142857142857,47.8571428571429,47.8214285714286,29.6071428571429,2.28571428571429,0,0,0,0,0,0,0,0,25.0714285714286,27.3571428571429,29.6071428571429,29.6071428571429,27.3214285714286,27.3214285714286,29.6071428571429,27.3571428571429,31.8571428571429,27.3214285714286,27.3214285714286,31.8928571428571,31.8928571428571,34.1785714285714,34.1785714285714,34.1428571428571,27.3214285714286,27.3214285714286,22.7857142857143,22.7857142857143,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
493,1,0,0,0,0,0,0,0,0,0,0,46.3214285714286,88.7857142857143,101.678571428571,107.535714285714,78,65.8571428571429,57.3214285714286,63,56.2857142857143,41.4642857142857,19.9642857142857,2.82142857142857,0,0,0,0,0,0,0,0,0,40.2142857142857,28.6071428571429,28.6071428571429,34.6785714285714,28.6071428571429,31.4642857142857,35.8214285714286,30.2857142857143,37.2142857142857,40.1071428571429,31.5357142857143,34.6428571428571,37.2142857142857,45.8571428571429,45.9285714285714,43.25,42.9642857142857,43,38.7142857142857,30.3214285714286,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
494,2,0,0,0,14.2142857142857,28.3571428571429,34.8571428571429,40.1428571428571,41.7142857142857,38.8571428571429,35.5714285714286,30.2142857142857,52.5357142857143,56.9642857142857,61.4642857142857,60.9285714285714,59.1071428571429,53.4642857142857,47.3571428571429,46.1428571428571,58.3571428571429,77.8571428571429,67.1428571428571,35.5,0,0,0,0,0,0,0,0,0,0,9.85714285714286,52.1071428571429,68.6785714285714,74.0357142857143,68.25,71.6785714285714,89.2857142857143,88.3214285714286,65.2857142857143,35.1071428571429,25.6428571428571,21.9285714285714,22.2142857142857,20.9642857142857,48.5357142857143,88,77.0714285714286,13.7857142857143,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
495,6,0,0,0,0,0,0,0,15.2142857142857,81.4642857142857,130.25,126.678571428571,97.6785714285714,68.2142857142857,44.4642857142857,45.0357142857143,45.0357142857143,40.25,40.0357142857143,43.9642857142857,48.3928571428571,58.3571428571429,78.8214285714286,78.2857142857143,48.6785714285714,0,0,0,0,0,0,0,0,0,60,105,109.178571428571,65.6785714285714,49.7142857142857,45.0357142857143,45.0357142857143,45.0357142857143,48.3571428571429,50.2857142857143,42.8214285714286,49.4285714285714,84.8928571428571,105.142857142857,73.8214285714286,22.8214285714286,22.8214285714286,23.9285714285714,24.5,17.3214285714286,0,0,0,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
496,3,0,0,0,0,1.21428571428571,23.75,46.4642857142857,49.3214285714286,49.7142857142857,46.75,66.75,82.3571428571429,86.0714285714286,86.1071428571429,90.0357142857143,87.3214285714286,92.6071428571429,98.8571428571429,100.964285714286,98.25,96.5714285714286,73.4285714285714,36.8571428571429,2,0,0,0,0,0,0,0,0,53.0714285714286,100.178571428571,112.571428571429,80.9642857142857,53.0714285714286,39.1071428571429,29.5714285714286,25.2142857142857,48.1785714285714,141.071428571429,133.964285714286,98.8928571428571,59.5714285714286,42.1071428571429,44.6785714285714,65.8214285714286,65.3571428571429,59.3571428571429,40.6071428571429,22.0357142857143,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
497,5,0,0,0,0,0,0,0,7.46428571428571,27.4642857142857,64.5714285714286,96.7857142857143,84.7142857142857,81.0357142857143,72.8214285714286,69.8214285714286,68,73.3214285714286,89.3571428571429,96.1785714285714,71.3214285714286,22.7142857142857,14.9285714285714,0.5,0,0,0,0,0,0,0,0,0,35.25,83.75,77.2142857142857,43.7857142857143,41.6785714285714,29.3571428571429,22.1785714285714,32.5714285714286,41.7857142857143,52.1428571428571,55.3928571428571,78.3928571428571,78.2142857142857,48.2857142857143,24.75,22.5714285714286,29.5,56.75,59.8214285714286,27.6071428571429,0,0,0,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
498,7,0,0,0,0,2.10714285714286,21.5,37.8571428571429,35.1428571428571,30.5,27.4285714285714,25.5714285714286,24.2142857142857,34.7142857142857,50.9285714285714,52.8928571428571,53.6785714285714,53.25,51.5,57.4285714285714,57.0714285714286,53.1071428571429,42.5714285714286,24.8214285714286,2.07142857142857,0,0,0,0,0,0,20.1071428571429,23.5357142857143,26.75,29.8214285714286,31.0357142857143,32.7142857142857,37,37,38.2142857142857,39.4285714285714,37.0357142857143,35.9642857142857,33.0357142857143,33.0714285714286,31.3571428571429,29.6785714285714,51.8571428571429,82.5714285714286,60.25,27.9285714285714,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
