YEAR	TEST.ID	BLOCK	TRAP	TRAP_TYPE	TEST.DATE	NUMBER.OF.MOSQUITOES	SPECIES	LOCATION	LATITUDE	LONGITUDE
13887	2013	36094	61XX W FULLERTON AVE	T013	GRAVID	2013-07-12 12:07:00	30	CULEX PIPIENS/RESTUANS	41.92388736426867, -87.77890991205359	41.9238873642687	-87.7789099120536
13888	2013	36186	67XX S KEDZIE AVE	T066	GRAVID	2013-07-12 12:07:00	30	CULEX PIPIENS/RESTUANS	41.77119858797388, -87.70310660774493	41.7711985879739	-87.7031066077449
13889	2013	36067	36XX N PITTSBURGH AVE	T011	GRAVID	2013-07-12 12:07:00	3	CULEX RESTUANS	41.94596109447193, -87.83294247349616	41.9459610944719	-87.8329424734962
13890	2013	36155	109XX S COTTAGE GROVE AVE	T102	GRAVID	2013-07-12 12:07:00	37	CULEX RESTUANS	41.695494070048184, -87.60908176561364	41.6954940700482	-87.6090817656136
13891	2013	36211	50XX S UNION AVE	T082	GRAVID	2013-07-12 12:07:00	40	CULEX PIPIENS/RESTUANS	41.802359308973436, -87.64307591923095	41.8023593089734	-87.643075919231
13892	2013	36118	11XX W ROOSEVELT RD	T048	GRAVID	2013-07-12 12:07:00	45	CULEX PIPIENS/RESTUANS	41.86691518161014, -87.65491884363057	41.8669151816101	-87.6549188436306
13893	2013	36167	131XX S BRANDON AVE	T209	GRAVID	2013-07-12 12:07:00	23	CULEX RESTUANS	41.657068875649955, -87.54604886505916	41.65706887565	-87.5460488650592
13894	2013	36163	24XX E 105TH ST	T128	GRAVID	2013-07-12 12:07:00	27	CULEX RESTUANS	41.704687213624375, -87.5642355621286	41.7046872136244	-87.5642355621286
13895	2013	36079	12XX W GREENLEAF AVE	T018	GRAVID	2013-07-12 12:07:00	2	CULEX PIPIENS/RESTUANS	42.01052928915475, -87.6608450688439	42.0105292891548	-87.6608450688439
13896	2013	36191	52XX S KOLMAR AVE	T114	GRAVID	2013-07-12 12:07:00	30	CULEX RESTUANS	41.79821072626856, -87.73692496319906	41.7982107262686	-87.7369249631991
13897	2013	36128	119XX S ASHLAND AVE	T090	GRAVID	2013-07-12 12:07:00	50	CULEX PIPIENS/RESTUANS	41.67688731618708, -87.66122192616795	41.6768873161871	-87.661221926168
13898	2013	36134	3XX W 104TH ST	T095	GRAVID	2013-07-12 12:07:00	7	CULEX PIPIENS/RESTUANS	41.70532764418326, -87.63295536539816	41.7053276441833	-87.6329553653982
13899	2013	36060	70XX N MOSELLE AVE	T008	GRAVID	2013-07-12 12:07:00	33	CULEX PIPIENS/RESTUANS	42.007997503125345, -87.77823496507851	42.0079975031253	-87.7782349650785
13901	2013	36183	37XX S PULASKI RD	T063	GRAVID	2013-07-12 12:07:00	12	CULEX RESTUANS	41.82539825646484, -87.72396213667864	41.8253982564648	-87.7239621366786
13902	2013	36052	41XX N OAK PARK AVE	T002	GRAVID	2013-07-12 12:07:00	50	CULEX RESTUANS	41.956298856118664, -87.79751744482932	41.9562988561187	-87.7975174448293
13903	2013	36111	3XX W 18TH ST	T043	GRAVID	2013-07-12 12:07:00	3	CULEX PIPIENS/RESTUANS	41.857837293807705, -87.63586198559554	41.8578372938077	-87.6358619855955
13904	2013	36117	11XX S CALIFORNIA AVE	T047	GRAVID	2013-07-12 12:07:00	28	CULEX RESTUANS	41.86759925367238, -87.69578544257037	41.8675992536724	-87.6957854425704
13905	2013	36164	24XX E 105TH ST	T128	GRAVID	2013-07-12 12:07:00	1	CULEX TERRITANS	41.704687213624375, -87.5642355621286	41.7046872136244	-87.5642355621286
13906	2013	36074	39XX N SPRINGFIELD AVE	T228	GRAVID	2013-07-12 12:07:00	29	CULEX RESTUANS	41.95366415238544, -87.72498719138876	41.9536641523854	-87.7249871913888
13908	2013	36096	61XX W FULLERTON AVE	T013	GRAVID	2013-07-12 12:07:00	5	CULEX RESTUANS	41.92388736426867, -87.77890991205359	41.9238873642687	-87.7789099120536
13909	2013	36141	35XX W 116TH ST	T158	GRAVID	2013-07-12 12:07:00	39	CULEX RESTUANS	41.6821804028987, -87.71009165099498	41.6821804028987	-87.710091650995
13910	2013	36100	5XX S CENTRAL AVE	T031	GRAVID	2013-07-12 12:07:00	11	CULEX RESTUANS	41.87287286249572, -87.7647365320396	41.8728728624957	-87.7647365320396
13911	2013	36158	127XX S DOTY AVE	T115	GRAVID	2013-07-12 12:07:00	29	CULEX PIPIENS/RESTUANS	41.66238672759086, -87.59017972751752	41.6623867275909	-87.5901797275175
13912	2013	36092	58XX N RIDGE AVE	T231	GRAVID	2013-07-12 12:07:00	44	CULEX RESTUANS	41.98788069188603, -87.66678507548095	41.987880691886	-87.6667850754809
13913	2013	36201	10XX E 67TH ST	T073	GRAVID	2013-07-12 12:07:00	25	CULEX PIPIENS/RESTUANS	41.773085401492715, -87.60016755939222	41.7730854014927	-87.6001675593922
13914	2013	36102	17XX N PULASKI RD	T039	GRAVID	2013-07-12 12:07:00	4	CULEX PIPIENS/RESTUANS	41.91356758228873, -87.72630030176042	41.9135675822887	-87.7263003017604
13915	2013	36072	39XX N SPRINGFIELD AVE	T228	GRAVID	2013-07-12 12:07:00	17	CULEX PIPIENS/RESTUANS	41.95366415238544, -87.72498719138876	41.9536641523854	-87.7249871913888
13916	2013	36061	70XX N MOSELLE AVE	T008	GRAVID	2013-07-12 12:07:00	45	CULEX RESTUANS	42.007997503125345, -87.77823496507851	42.0079975031253	-87.7782349650785
13917	2013	36108	48XX W MONTANA ST	T222	GRAVID	2013-07-12 12:07:00	3	CULEX RESTUANS	41.92528678345797, -87.74745912379434	41.925286783458	-87.7474591237943
13918	2013	36152	89XX S MUSKEGON AVE	T099	GRAVID	2013-07-12 12:07:00	5	CULEX RESTUANS	41.73318787971678, -87.55562868950284	41.7331878797168	-87.5556286895028
13919	2013	36046	41XX N OAK PARK AVE	T002	GRAVID	2013-07-12 12:07:00	44	CULEX PIPIENS/RESTUANS	41.956298856118664, -87.79751744482932	41.9562988561187	-87.7975174448293
13920	2013	36133	17XX W 95TH ST	T094	GRAVID	2013-07-12 12:07:00	12	CULEX RESTUANS	41.72128749967918, -87.66523570170051	41.7212874996792	-87.6652357017005
13922	2013	36190	52XX S KOLMAR AVE	T114	GRAVID	2013-07-12 12:07:00	17	CULEX PIPIENS/RESTUANS	41.79821072626856, -87.73692496319906	41.7982107262686	-87.7369249631991
13923	2013	36099	5XX S CENTRAL AVE	T031	GRAVID	2013-07-12 12:07:00	37	CULEX PIPIENS/RESTUANS	41.87287286249572, -87.7647365320396	41.8728728624957	-87.7647365320396
13924	2013	36104	70XX W ARMITAGE AVE	T151	GRAVID	2013-07-12 12:07:00	11	CULEX RESTUANS	41.91613471854847, -87.80109280863755	41.9161347185485	-87.8010928086375
13925	2013	36131	119XX S ASHLAND AVE	T090	GRAVID	2013-07-12 12:07:00	27	CULEX RESTUANS	41.67688731618708, -87.66122192616795	41.6768873161871	-87.661221926168
13926	2013	36098	1XX N CENTRAL PARK DR	T030	GRAVID	2013-07-12 12:07:00	1	CULEX RESTUANS	41.8837717767951, -87.71616836510131	41.8837717767951	-87.7161683651013
13927	2013	36179	35XX W 51ST ST	T062	GRAVID	2013-07-12 12:07:00	23	CULEX PIPIENS/RESTUANS	41.8005970872007, -87.7117303452467	41.8005970872007	-87.7117303452467
13930	2013	36112	3XX W 18TH ST	T043	GRAVID	2013-07-12 12:07:00	1	CULEX RESTUANS	41.857837293807705, -87.63586198559554	41.8578372938077	-87.6358619855955
13931	2013	36081	58XX N PULASKI RD	T027	GRAVID	2013-07-12 12:07:00	7	CULEX PIPIENS/RESTUANS	41.986319851449004, -87.72837845617912	41.986319851449	-87.7283784561791
13932	2013	36137	35XX W 116TH ST	T158	GRAVID	2013-07-12 12:07:00	50	CULEX PIPIENS/RESTUANS	41.6821804028987, -87.71009165099498	41.6821804028987	-87.710091650995
13933	2013	35954	89XX S CARPENTER ST	T159	GRAVID	2013-07-08 12:07:00	18	CULEX RESTUANS	41.73144685817715, -87.64972225277589	41.7314468581772	-87.6497222527759
13934	2013	36007	37XX S PULASKI RD	T063	GRAVID	2013-07-08 12:07:00	22	CULEX RESTUANS	41.82539825646484, -87.72396213667864	41.8253982564648	-87.7239621366786
13935	2013	35977	41XX N OAK PARK AVE	T002	GRAVID	2013-07-08 12:07:00	50	CULEX RESTUANS	41.956298856118664, -87.79751744482932	41.9562988561187	-87.7975174448293
13936	2013	35994	6XX W MONTROSE DR	T017	GRAVID	2013-07-08 12:07:00	2	CULEX PIPIENS/RESTUANS	41.96201463828783, -87.64684772570871	41.9620146382878	-87.6468477257087
13937	2013	36028	9XX W GARFIELD BLVD	T226	GRAVID	2013-07-08 12:07:00	13	CULEX RESTUANS	41.79436647814991, -87.64892513653469	41.7943664781499	-87.6489251365347
13938	2013	35987	36XX N PITTSBURGH AVE	T011	GRAVID	2013-07-08 12:07:00	1	CULEX RESTUANS	41.94596109447193, -87.83294247349616	41.9459610944719	-87.8329424734962
13939	2013	35926	61XX W FULLERTON AVE	T013	GRAVID	2013-07-08 12:07:00	7	CULEX RESTUANS	41.92388736426867, -87.77890991205359	41.9238873642687	-87.7789099120536
13943	2013	35995	12XX W GREENLEAF AVE	T018	GRAVID	2013-07-08 12:07:00	2	CULEX RESTUANS	42.01052928915475, -87.6608450688439	42.0105292891548	-87.6608450688439
13944	2013	35948	119XX S ASHLAND AVE	T090	GRAVID	2013-07-08 12:07:00	4	CULEX RESTUANS	41.67688731618708, -87.66122192616795	41.6768873161871	-87.661221926168
13946	2013	35956	6XX E 91ST PL	T227	GRAVID	2013-07-08 12:07:00	37	CULEX PIPIENS/RESTUANS	41.728490033986375, -87.60852430813071	41.7284900339864	-87.6085243081307
13947	2013	35928	1XX N CENTRAL PARK DR	T030	GRAVID	2013-07-08 12:07:00	9	CULEX PIPIENS/RESTUANS	41.8837717767951, -87.71616836510131	41.8837717767951	-87.7161683651013
13950	2013	35989	61XX N LEMONT AVE	T012	GRAVID	2013-07-08 12:07:00	37	CULEX RESTUANS	41.99356436155678, -87.74542038704298	41.9935643615568	-87.745420387043
13951	2013	36000	45XX N CAMPBELL AVE	T220	GRAVID	2013-07-08 12:07:00	2	CULEX RESTUANS	41.96440545399697, -87.69137039109717	41.964405453997	-87.6913703910972
13952	2013	35980	46XX N MILWAUKEE AVE	T003	GRAVID	2013-07-08 12:07:00	10	CULEX PIPIENS/RESTUANS	41.96537485879688, -87.75841171521544	41.9653748587969	-87.7584117152154
13953	2013	35982	70XX N MOSELLE AVE	T008	GRAVID	2013-07-08 12:07:00	42	CULEX RESTUANS	42.007997503125345, -87.77823496507851	42.0079975031253	-87.7782349650785
13954	2013	35957	6XX E 91ST PL	T227	GRAVID	2013-07-08 12:07:00	37	CULEX RESTUANS	41.728490033986375, -87.60852430813071	41.7284900339864	-87.6085243081307
13955	2013	36004	22XX W 51ST ST	T061	GRAVID	2013-07-08 12:07:00	12	CULEX RESTUANS	41.80104785720396, -87.68042473369341	41.801047857204	-87.6804247336934
13956	2013	35929	1XX N CENTRAL PARK DR	T030	GRAVID	2013-07-08 12:07:00	32	CULEX RESTUANS	41.8837717767951, -87.71616836510131	41.8837717767951	-87.7161683651013
13957	2013	35947	119XX S ASHLAND AVE	T090	GRAVID	2013-07-08 12:07:00	3	CULEX PIPIENS/RESTUANS	41.67688731618708, -87.66122192616795	41.6768873161871	-87.661221926168
13958	2013	35963	127XX S DOTY AVE	T115	GRAVID	2013-07-08 12:07:00	22	CULEX PIPIENS/RESTUANS	41.66238672759086, -87.59017972751752	41.6623867275909	-87.5901797275175
13959	2013	35958	96XX S LONGWOOD DR	T094B	GRAVID	2013-07-08 12:07:00	2	CULEX PIPIENS/RESTUANS	41.71859581869038, -87.66892624345516	41.7185958186904	-87.6689262434552
13960	2013	35959	96XX S LONGWOOD DR	T094B	GRAVID	2013-07-08 12:07:00	3	CULEX RESTUANS	41.71859581869038, -87.66892624345516	41.7185958186904	-87.6689262434552
13961	2013	36003	58XX N RIDGE AVE	T231	GRAVID	2013-07-08 12:07:00	1	CULEX RESTUANS	41.98788069188603, -87.66678507548095	41.987880691886	-87.6667850754809
13962	2013	35997	58XX N WESTERN AVE	T028	GRAVID	2013-07-08 12:07:00	36	CULEX RESTUANS	41.98724460846669, -87.68941677018957	41.9872446084667	-87.6894167701896
13963	2013	36010	67XX S KEDZIE AVE	T066	GRAVID	2013-07-08 12:07:00	7	CULEX PIPIENS/RESTUANS	41.77119858797388, -87.70310660774493	41.7711985879739	-87.7031066077449
13964	2013	36013	63XX W 64TH ST	T155	GRAVID	2013-07-08 12:07:00	35	CULEX RESTUANS	41.77600539167921, -87.77940766760916	41.7760053916792	-87.7794076676092
13965	2013	35949	17XX W 95TH ST	T094	GRAVID	2013-07-08 12:07:00	6	CULEX PIPIENS/RESTUANS	41.72128749967918, -87.66523570170051	41.7212874996792	-87.6652357017005
13966	2013	35986	36XX N PITTSBURGH AVE	T011	GRAVID	2013-07-08 12:07:00	1	CULEX PIPIENS/RESTUANS	41.94596109447193, -87.83294247349616	41.9459610944719	-87.8329424734962
13968	2013	36019	10XX E 67TH ST	T073	GRAVID	2013-07-08 12:07:00	7	CULEX PIPIENS/RESTUANS	41.773085401492715, -87.60016755939222	41.7730854014927	-87.6001675593922
13969	2013	35981	46XX N MILWAUKEE AVE	T003	GRAVID	2013-07-08 12:07:00	6	CULEX RESTUANS	41.96537485879688, -87.75841171521544	41.9653748587969	-87.7584117152154
13970	2013	35978	41XX N OAK PARK AVE	T002	GRAVID	2013-07-08 12:07:00	42	CULEX RESTUANS	41.956298856118664, -87.79751744482932	41.9562988561187	-87.7975174448293
13971	2013	35983	91XX W HIGGINS RD	T009	GRAVID	2013-07-08 12:07:00	40	CULEX PIPIENS/RESTUANS	41.988586396324166, -87.85447335120561	41.9885863963242	-87.8544733512056
13972	2013	35930	1XX N CENTRAL PARK DR	T030	GRAVID	2013-07-08 12:07:00	29	CULEX RESTUANS	41.8837717767951, -87.71616836510131	41.8837717767951	-87.7161683651013
13973	2013	35934	70XX W ARMITAGE AVE	T151	GRAVID	2013-07-08 12:07:00	13	CULEX PIPIENS/RESTUANS	41.91613471854847, -87.80109280863755	41.9161347185485	-87.8010928086375
13974	2013	36012	52XX S KOLMAR AVE	T114	GRAVID	2013-07-08 12:07:00	3	CULEX RESTUANS	41.79821072626856, -87.73692496319906	41.7982107262686	-87.7369249631991
13975	2013	36016	5XX W 72ND ST	T035	GRAVID	2013-07-08 12:07:00	6	CULEX PIPIENS/RESTUANS	41.76337092198238, -87.6378726141474	41.7633709219824	-87.6378726141474
13976	2013	35972	37XX E 118TH ST	T212	GRAVID	2013-07-08 12:07:00	20	CULEX RESTUANS	41.681034931122895, -87.53343646731054	41.6810349311229	-87.5334364673105
13977	2013	35927	1XX N CENTRAL PARK DR	T030	GRAVID	2013-07-08 12:07:00	50	CULEX PIPIENS/RESTUANS	41.8837717767951, -87.71616836510131	41.8837717767951	-87.7161683651013
13978	2013	36001	17XX W ADDISON ST	T224	GRAVID	2013-07-08 12:07:00	4	CULEX PIPIENS/RESTUANS	41.94704449504484, -87.67306105349785	41.9470444950448	-87.6730610534978
13979	2013	35940	11XX S CALIFORNIA AVE	T047	GRAVID	2013-07-08 12:07:00	4	CULEX PIPIENS/RESTUANS	41.86759925367238, -87.69578544257037	41.8675992536724	-87.6957854425704
13980	2013	35966	101XX S STONY ISLAND AVE	T138	GRAVID	2013-07-08 12:07:00	29	CULEX PIPIENS/RESTUANS	41.71054240215372, -87.58455893336821	41.7105424021537	-87.5845589333682
13981	2013	35991	39XX N SPRINGFIELD AVE	T228	GRAVID	2013-07-08 12:07:00	8	CULEX RESTUANS	41.95366415238544, -87.72498719138876	41.9536641523854	-87.7249871913888
13982	2013	35944	22XX N CANNON DR	T054A	GRAVID	2013-07-08 12:07:00	4	CULEX PIPIENS/RESTUANS	41.92273664946568, -87.63244996720142	41.9227366494657	-87.6324499672014
13983	2013	35973	4XX E 130TH ST	T221	GRAVID	2013-07-08 12:07:00	6	CULEX PIPIENS/RESTUANS	41.65923601846575, -87.61201512813366	41.6592360184657	-87.6120151281337
13984	2013	35946	104XX S VINCENNES AVE	T089	GRAVID	2013-07-08 12:07:00	10	CULEX PIPIENS/RESTUANS	41.70433841525342, -87.65708427193195	41.7043384152534	-87.657084271932
13986	2013	35988	61XX N LEMONT AVE	T012	GRAVID	2013-07-08 12:07:00	10	CULEX PIPIENS/RESTUANS	41.99356436155678, -87.74542038704298	41.9935643615568	-87.745420387043
13987	2013	35951	3XX W 104TH ST	T095	GRAVID	2013-07-08 12:07:00	3	CULEX RESTUANS	41.70532764418326, -87.63295536539816	41.7053276441833	-87.6329553653982
13988	2013	35938	13XX N LARAMIE AVE	T230	GRAVID	2013-07-08 12:07:00	20	CULEX RESTUANS	41.904773447835936, -87.75568575289235	41.9047734478359	-87.7556857528923
13989	2013	36005	35XX W 51ST ST	T062	GRAVID	2013-07-08 12:07:00	16	CULEX RESTUANS	41.8005970872007, -87.7117303452467	41.8005970872007	-87.7117303452467
13990	2013	35971	37XX E 118TH ST	T212	GRAVID	2013-07-08 12:07:00	4	CULEX PIPIENS/RESTUANS	41.681034931122895, -87.53343646731054	41.6810349311229	-87.5334364673105
13991	2013	35967	101XX S STONY ISLAND AVE	T138	GRAVID	2013-07-08 12:07:00	39	CULEX RESTUANS	41.71054240215372, -87.58455893336821	41.7105424021537	-87.5845589333682
13993	2013	35950	17XX W 95TH ST	T094	GRAVID	2013-07-08 12:07:00	14	CULEX RESTUANS	41.72128749967918, -87.66523570170051	41.7212874996792	-87.6652357017005
13994	2013	35932	14XX N HUMBOLDT DR	T033	GRAVID	2013-07-08 12:07:00	3	CULEX RESTUANS	41.90728487283588, -87.701394636759	41.9072848728359	-87.701394636759
13995	2013	35962	109XX S COTTAGE GROVE AVE	T102	GRAVID	2013-07-08 12:07:00	16	CULEX RESTUANS	41.695494070048184, -87.60908176561364	41.6954940700482	-87.6090817656136
13996	2013	35975	41XX N OAK PARK AVE	T002	GRAVID	2013-07-08 12:07:00	43	CULEX PIPIENS/RESTUANS	41.956298856118664, -87.79751744482932	41.9562988561187	-87.7975174448293
13997	2013	35943	11XX W ROOSEVELT RD	T048	GRAVID	2013-07-08 12:07:00	25	CULEX RESTUANS	41.86691518161014, -87.65491884363057	41.8669151816101	-87.6549188436306
13998	2013	36008	52XX W 63RD ST	T065	GRAVID	2013-07-08 12:07:00	8	CULEX PIPIENS/RESTUANS	41.77830515554422, -87.75436628603191	41.7783051555442	-87.7543662860319
13999	2013	36022	71XX S SOUTH SHORE DR	T079	GRAVID	2013-07-08 12:07:00	1	CULEX TERRITANS	41.76575252485466, -87.56246520793836	41.7657525248547	-87.5624652079384
14000	2013	35992	71XX N HARLEM AVE	T233	GRAVID	2013-07-08 12:07:00	2	CULEX RESTUANS	42.0106432736568, -87.80679730045945	42.0106432736568	-87.8067973004595
14001	2013	35961	89XX S MUSKEGON AVE	T099	GRAVID	2013-07-08 12:07:00	2	CULEX RESTUANS	41.73318787971678, -87.55562868950284	41.7331878797168	-87.5556286895028
14002	2013	36006	37XX S PULASKI RD	T063	GRAVID	2013-07-08 12:07:00	15	CULEX PIPIENS/RESTUANS	41.82539825646484, -87.72396213667864	41.8253982564648	-87.7239621366786
14004	2013	35996	58XX N PULASKI RD	T027	GRAVID	2013-07-08 12:07:00	6	CULEX RESTUANS	41.986319851449004, -87.72837845617912	41.986319851449	-87.7283784561791
14005	2013	35964	127XX S DOTY AVE	T115	GRAVID	2013-07-08 12:07:00	3	CULEX RESTUANS	41.66238672759086, -87.59017972751752	41.6623867275909	-87.5901797275175
14006	2013	35935	70XX W ARMITAGE AVE	T151	GRAVID	2013-07-08 12:07:00	24	CULEX RESTUANS	41.91613471854847, -87.80109280863755	41.9161347185485	-87.8010928086375
14007	2013	35999	28XX N FRANCISCO AVE	T147	GRAVID	2013-07-08 12:07:00	4	CULEX RESTUANS	41.93279020985206, -87.7002378838387	41.9327902098521	-87.7002378838387
14009	2013	35969	131XX S BRANDON AVE	T209	GRAVID	2013-07-08 12:07:00	4	CULEX PIPIENS/RESTUANS	41.657068875649955, -87.54604886505916	41.65706887565	-87.5460488650592
14011	2013	35970	131XX S BRANDON AVE	T209	GRAVID	2013-07-08 12:07:00	1	CULEX RESTUANS	41.657068875649955, -87.54604886505916	41.65706887565	-87.5460488650592
14012	2013	35945	17XX N ASHLAND AVE	T232	GRAVID	2013-07-08 12:07:00	2	CULEX PIPIENS/RESTUANS	41.913051862687965, -87.66790523595525	41.913051862688	-87.6679052359552
14013	2013	36025	50XX S UNION AVE	T082	GRAVID	2013-07-08 12:07:00	1	CULEX PIPIENS/RESTUANS	41.802359308973436, -87.64307591923095	41.8023593089734	-87.643075919231
14014	2013	35937	48XX W MONTANA ST	T222	GRAVID	2013-07-08 12:07:00	6	CULEX RESTUANS	41.92528678345797, -87.74745912379434	41.925286783458	-87.7474591237943
14015	2013	35985	91XX W HIGGINS RD	T009	GRAVID	2013-07-08 12:07:00	46	CULEX RESTUANS	41.988586396324166, -87.85447335120561	41.9885863963242	-87.8544733512056
14016	2013	35941	11XX S CALIFORNIA AVE	T047	GRAVID	2013-07-08 12:07:00	20	CULEX RESTUANS	41.86759925367238, -87.69578544257037	41.8675992536724	-87.6957854425704
14017	2013	36017	5XX W 72ND ST	T035	GRAVID	2013-07-08 12:07:00	3	CULEX RESTUANS	41.76337092198238, -87.6378726141474	41.7633709219824	-87.6378726141474
14018	2013	35942	11XX W ROOSEVELT RD	T048	GRAVID	2013-07-08 12:07:00	9	CULEX PIPIENS/RESTUANS	41.86691518161014, -87.65491884363057	41.8669151816101	-87.6549188436306
14019	2013	35976	41XX N OAK PARK AVE	T002	GRAVID	2013-07-08 12:07:00	50	CULEX RESTUANS	41.956298856118664, -87.79751744482932	41.9562988561187	-87.7975174448293
14020	2013	36009	52XX W 63RD ST	T065	GRAVID	2013-07-08 12:07:00	6	CULEX RESTUANS	41.77830515554422, -87.75436628603191	41.7783051555442	-87.7543662860319
14021	2013	35939	25XX W GRAND AVE	T046	GRAVID	2013-07-08 12:07:00	1	CULEX RESTUANS	41.89221998323666, -87.69169772868295	41.8922199832367	-87.691697728683
14023	2013	36021	71XX S SOUTH SHORE DR	T079	GRAVID	2013-07-08 12:07:00	1	CULEX RESTUANS	41.76575252485466, -87.56246520793836	41.7657525248547	-87.5624652079384
14024	2013	35933	17XX N PULASKI RD	T039	GRAVID	2013-07-08 12:07:00	2	CULEX RESTUANS	41.91356758228873, -87.72630030176042	41.9135675822887	-87.7263003017604
14025	2013	36014	82XX S KOSTNER AVE	T225	GRAVID	2013-07-08 12:07:00	13	CULEX RESTUANS	41.7426704781299, -87.73155005887604	41.7426704781299	-87.731550058876
14026	2013	35990	51XX N MONT CLARE AVE	T223	GRAVID	2013-07-08 12:07:00	1	CULEX RESTUANS	41.974522761157274, -87.80458946950488	41.9745227611573	-87.8045894695049
14027	2013	36026	50XX S UNION AVE	T082	GRAVID	2013-07-08 12:07:00	2	CULEX RESTUANS	41.802359308973436, -87.64307591923095	41.8023593089734	-87.643075919231
14028	2013	36043	39XX S ASHLAND AVE	T074	GRAVID	2013-07-08 12:07:00	1	CULEX PIPIENS/RESTUANS	41.82085850772701, -87.66510809467968	41.820858507727	-87.6651080946797
14029	2013	35936	25XX S MILLARD AVE	T152	GRAVID	2013-07-08 12:07:00	2	CULEX RESTUANS	41.845715401799, -87.7158985974353	41.845715401799	-87.7158985974353
14030	2013	35993	62XX N MCCLELLAN AVE	T236	GRAVID	2013-07-08 12:07:00	9	CULEX PIPIENS/RESTUANS	41.99496630402897, -87.77083721987879	41.994966304029	-87.7708372198788
14031	2013	35931	5XX S CENTRAL AVE	T031	GRAVID	2013-07-08 12:07:00	11	CULEX RESTUANS	41.87287286249572, -87.7647365320396	41.8728728624957	-87.7647365320396
14032	2013	35998	28XX N FRANCISCO AVE	T147	GRAVID	2013-07-08 12:07:00	2	CULEX PIPIENS/RESTUANS	41.93279020985206, -87.7002378838387	41.9327902098521	-87.7002378838387
14033	2013	36044	39XX S ASHLAND AVE	T074	GRAVID	2013-07-08 12:07:00	3	CULEX RESTUANS	41.82085850772701, -87.66510809467968	41.820858507727	-87.6651080946797
14034	2013	35968	101XX S STONY ISLAND AVE	T138	GRAVID	2013-07-08 12:07:00	47	CULEX RESTUANS	41.71054240215372, -87.58455893336821	41.7105424021537	-87.5845589333682
14035	2013	36027	9XX W GARFIELD BLVD	T226	GRAVID	2013-07-08 12:07:00	4	CULEX PIPIENS/RESTUANS	41.79436647814991, -87.64892513653469	41.7943664781499	-87.6489251365347
14036	2013	36023	77XX S EBERHART AVE	T080	GRAVID	2013-07-08 12:07:00	1	CULEX PIPIENS/RESTUANS	41.75414841411549, -87.61272102258191	41.7541484141155	-87.6127210225819
14037	2013	36024	77XX S EBERHART AVE	T080	GRAVID	2013-07-08 12:07:00	5	CULEX RESTUANS	41.75414841411549, -87.61272102258191	41.7541484141155	-87.6127210225819
14038	2013	36015	42XX W 65TH ST	T235	GRAVID	2013-07-08 12:07:00	8	CULEX PIPIENS/RESTUANS	41.7748411153277, -87.72800581922763	41.7748411153277	-87.7280058192276
14039	2013	35960	89XX S MUSKEGON AVE	T099	GRAVID	2013-07-08 12:07:00	2	CULEX PIPIENS/RESTUANS	41.73318787971678, -87.55562868950284	41.7331878797168	-87.5556286895028
14041	2013	36002	17XX W ADDISON ST	T224	GRAVID	2013-07-08 12:07:00	1	CULEX RESTUANS	41.94704449504484, -87.67306105349785	41.9470444950448	-87.6730610534978
14042	2013	35953	35XX W 116TH ST	T158	GRAVID	2013-07-08 12:07:00	28	CULEX PIPIENS/RESTUANS	41.6821804028987, -87.71009165099498	41.6821804028987	-87.710091650995
14044	2013	35955	6XX E 91ST PL	T227	GRAVID	2013-07-08 12:07:00	41	CULEX PIPIENS/RESTUANS	41.728490033986375, -87.60852430813071	41.7284900339864	-87.6085243081307
14045	2013	35979	41XX N OAK PARK AVE	T002	GRAVID	2013-07-08 12:07:00	50	CULEX RESTUANS	41.956298856118664, -87.79751744482932	41.9562988561187	-87.7975174448293
14046	2013	35974	41XX N OAK PARK AVE	T002	GRAVID	2013-07-08 12:07:00	11	CULEX PIPIENS/RESTUANS	41.956298856118664, -87.79751744482932	41.9562988561187	-87.7975174448293
14047	2013	35984	91XX W HIGGINS RD	T009	GRAVID	2013-07-08 12:07:00	50	CULEX RESTUANS	41.988586396324166, -87.85447335120561	41.9885863963242	-87.8544733512056
14048	2013	35965	24XX E 105TH ST	T128	GRAVID	2013-07-08 12:07:00	7	CULEX RESTUANS	41.704687213624375, -87.5642355621286	41.7046872136244	-87.5642355621286
14049	2013	36011	22XX W 69TH ST	T069	GRAVID	2013-07-08 12:07:00	2	CULEX RESTUANS	41.768485667016584, -87.67946342813606	41.7684856670166	-87.6794634281361
14051	2013	36020	10XX E 67TH ST	T073	GRAVID	2013-07-08 12:07:00	21	CULEX RESTUANS	41.773085401492715, -87.60016755939222	41.7730854014927	-87.6001675593922
14053	2013	35882	9XX W GARFIELD BLVD	T226	GRAVID	2013-06-28 12:06:00	2	CULEX RESTUANS	41.79436647814991, -87.64892513653469	41.7943664781499	-87.6489251365347
14054	2013	35884	104XX S VINCENNES AVE	T089	GRAVID	2013-06-28 12:06:00	3	CULEX RESTUANS	41.70433841525342, -87.65708427193195	41.7043384152534	-87.657084271932
14056	2013	35912	131XX S BRANDON AVE	T209	GRAVID	2013-06-28 12:06:00	1	CULEX RESTUANS	41.657068875649955, -87.54604886505916	41.65706887565	-87.5460488650592
