measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,North America,Female,55 to 59,Alcohol use disorders,Percent,2017,0.009195580568209913,0.00975344174918222,0.008638299764821151
Deaths,North America,Male,60 to 64,Alcohol use disorders,Percent,2017,0.011963072407383046,0.01262867847692095,0.011372917087194272
Deaths,North America,Female,60 to 64,Alcohol use disorders,Percent,2017,0.005037982152200812,0.005367406228466798,0.004740957709568313
Deaths,North America,Male,65 to 69,Alcohol use disorders,Percent,2017,0.0074167427747077845,0.00784309697092684,0.006958806173949369
Deaths,North America,Female,65 to 69,Alcohol use disorders,Percent,2017,0.002779167332280872,0.0030175069291985966,0.0025427407362815188
Deaths,North America,Male,25 to 29,Opioid use disorders,Percent,2017,0.25783524002304636,0.30492735303951624,0.23533714815832044
Deaths,North America,Female,25 to 29,Opioid use disorders,Percent,2017,0.18986449817226064,0.2090553465185862,0.17296384409249543
Deaths,North America,Male,30 to 34,Opioid use disorders,Percent,2017,0.23290227422530296,0.2751770045360045,0.20813783287745943
Deaths,North America,Female,30 to 34,Opioid use disorders,Percent,2017,0.15941846434688572,0.1768598891292557,0.14296626345077587
Deaths,North America,Male,35 to 39,Opioid use disorders,Percent,2017,0.18555731909519782,0.2094178944013052,0.17198798052777417
Deaths,North America,Female,35 to 39,Opioid use disorders,Percent,2017,0.12555024206977655,0.13774263332116637,0.11552768188546839
Deaths,North America,Male,40 to 44,Opioid use disorders,Percent,2017,0.1159731331125876,0.12531095181234417,0.10687690928221441
Deaths,North America,Female,40 to 44,Opioid use disorders,Percent,2017,0.09146477591857716,0.10103525999975081,0.08319017652801586
Deaths,North America,Male,45 to 49,Opioid use disorders,Percent,2017,0.07676972092537111,0.08415397730219097,0.07029363634261619
Deaths,North America,Female,45 to 49,Opioid use disorders,Percent,2017,0.0662135527391946,0.07287103224255696,0.06019570812421082
Deaths,North America,Male,50 to 54,Opioid use disorders,Percent,2017,0.03902168418744363,0.042681500950657904,0.035197429983258845
Deaths,North America,Female,50 to 54,Opioid use disorders,Percent,2017,0.041936652575764614,0.046105267354589106,0.038315229043661435
Deaths,North America,Male,55 to 59,Opioid use disorders,Percent,2017,0.020292078780773926,0.02259780318810268,0.01816021007534971
Deaths,North America,Female,55 to 59,Opioid use disorders,Percent,2017,0.022173543284195855,0.024888951390779318,0.01972239123517435
Deaths,North America,Male,60 to 64,Opioid use disorders,Percent,2017,0.0077567429850686105,0.008656741073539786,0.00672996274400084
Deaths,North America,Female,60 to 64,Opioid use disorders,Percent,2017,0.008327861087421997,0.00928306866780052,0.007387936812133131
Deaths,North America,Male,65 to 69,Opioid use disorders,Percent,2017,0.003124336110370404,0.0034360701757410635,0.002833852766372196
Deaths,North America,Female,65 to 69,Opioid use disorders,Percent,2017,0.0032331698603565995,0.0036177748569045,0.00291230224819251
Deaths,South Asia - WB,Male,25 to 29,Alcohol use disorders,Percent,2019,0.00915824142707451,0.011110911199011562,0.006032207581943882
Deaths,South Asia - WB,Female,25 to 29,Alcohol use disorders,Percent,2019,0.000385385182808176,0.0004348264757364435,0.0003377494716756731
Deaths,South Asia - WB,Male,30 to 34,Alcohol use disorders,Percent,2019,0.015593249199069929,0.018567854213555085,0.01009965277424893
Deaths,South Asia - WB,Female,30 to 34,Alcohol use disorders,Percent,2019,0.0006037616153405976,0.000680098439245615,0.000529349226147263
Deaths,South Asia - WB,Male,35 to 39,Alcohol use disorders,Percent,2019,0.0143417502646084,0.01704152117841016,0.00962299977725874
Deaths,South Asia - WB,Female,35 to 39,Alcohol use disorders,Percent,2019,0.0012958747617410943,0.0014936653465550235,0.0011404151483743543
Deaths,South Asia - WB,Male,40 to 44,Alcohol use disorders,Percent,2019,0.012215856134278117,0.014481334919029216,0.00848401569278181
Deaths,South Asia - WB,Female,40 to 44,Alcohol use disorders,Percent,2019,0.0010481424485504608,0.0012075766831965416,0.0008977808088832319
Deaths,South Asia - WB,Male,45 to 49,Alcohol use disorders,Percent,2019,0.011374937080313544,0.01332715825208672,0.007815264570954574
Deaths,South Asia - WB,Female,45 to 49,Alcohol use disorders,Percent,2019,0.0008828697608658249,0.0010170081557197702,0.000763466166331879
Deaths,South Asia - WB,Male,50 to 54,Alcohol use disorders,Percent,2019,0.006519902946408427,0.0075457211704801795,0.0043493403423963415
Deaths,South Asia - WB,Female,50 to 54,Alcohol use disorders,Percent,2019,0.0010446074995921896,0.0013341733858960479,0.0008613564827107965
Deaths,South Asia - WB,Male,55 to 59,Alcohol use disorders,Percent,2019,0.005607037476521136,0.006483069676778029,0.003712336192691198
Deaths,South Asia - WB,Female,55 to 59,Alcohol use disorders,Percent,2019,0.00036046501531029516,0.00042976147393568195,0.00031231411934815756
Deaths,South Asia - WB,Male,60 to 64,Alcohol use disorders,Percent,2019,0.003503837194533204,0.004095070590325378,0.002318758548069474
Deaths,South Asia - WB,Female,60 to 64,Alcohol use disorders,Percent,2019,0.00020429437913763233,0.00023450220628809133,0.00017708805954153424
Deaths,South Asia - WB,Male,65 to 69,Alcohol use disorders,Percent,2019,0.002514086786555395,0.0029551257495307568,0.001589566493671834
Deaths,South Asia - WB,Female,65 to 69,Alcohol use disorders,Percent,2019,0.00022816270885552152,0.00026522972032181193,0.00019452860096247774
Deaths,South Asia - WB,Male,25 to 29,Opioid use disorders,Percent,2019,0.0033269400765790244,0.004075499923920115,0.0027811507801008507
Deaths,South Asia - WB,Female,25 to 29,Opioid use disorders,Percent,2019,0.0011904569766362364,0.0015397218985697468,0.0009450495815771264
Deaths,South Asia - WB,Male,30 to 34,Opioid use disorders,Percent,2019,0.0029104395558078072,0.003432133975005144,0.0024728754815195
Deaths,South Asia - WB,Female,30 to 34,Opioid use disorders,Percent,2019,0.0013659487665410668,0.0017105975124493654,0.0011101192621721444
Deaths,South Asia - WB,Male,35 to 39,Opioid use disorders,Percent,2019,0.0019635876920489964,0.002335725904809788,0.0016489201236307522
Deaths,South Asia - WB,Female,35 to 39,Opioid use disorders,Percent,2019,0.0012162226237727699,0.00155788485873836,0.0009714027355135578
Deaths,South Asia - WB,Male,40 to 44,Opioid use disorders,Percent,2019,0.0018784780693878625,0.002250868549580922,0.0015880377280249587
Deaths,South Asia - WB,Female,40 to 44,Opioid use disorders,Percent,2019,0.0008151048026517037,0.0010274303479213451,0.0006579697613639458
Deaths,South Asia - WB,Male,45 to 49,Opioid use disorders,Percent,2019,0.0014552630537685845,0.0017470663230488204,0.0011990714695100547
Deaths,South Asia - WB,Female,45 to 49,Opioid use disorders,Percent,2019,0.0007965078584194411,0.0010504806442187746,0.0006258010793827694
Deaths,South Asia - WB,Male,50 to 54,Opioid use disorders,Percent,2019,0.0009178241773808939,0.001104602789023719,0.0007631699240068674
Deaths,South Asia - WB,Female,50 to 54,Opioid use disorders,Percent,2019,0.0007322829418603514,0.0009398869915010944,0.0005940094057351347
Deaths,South Asia - WB,Male,55 to 59,Opioid use disorders,Percent,2019,0.000960281574390875,0.001165437626248552,0.000786687160845753
Deaths,South Asia - WB,Female,55 to 59,Opioid use disorders,Percent,2019,0.0004975670405540334,0.000616902616500262,0.00040365851062104343
Deaths,South Asia - WB,Male,60 to 64,Opioid use disorders,Percent,2019,0.0004765697103346296,0.0005747212688265871,0.0003931752249577052
Deaths,South Asia - WB,Female,60 to 64,Opioid use disorders,Percent,2019,0.00047888255717402266,0.0005859961091815647,0.00039035825292038374
Deaths,South Asia - WB,Male,65 to 69,Opioid use disorders,Percent,2019,0.0005702304551792228,0.0006868631909504856,0.00046350156527822967
Deaths,South Asia - WB,Female,65 to 69,Opioid use disorders,Percent,2019,0.0004484744634572687,0.0005414549164046524,0.0003663150670018117
Deaths,Middle East & North Africa - WB,Male,25 to 29,Alcohol use disorders,Percent,2019,0.0018019428344625092,0.0021704102055106677,0.0011610515256444394
Deaths,Middle East & North Africa - WB,Female,25 to 29,Alcohol use disorders,Percent,2019,0.0008264894974894422,0.0009607383942598839,0.0007157001774352507
Deaths,Middle East & North Africa - WB,Male,30 to 34,Alcohol use disorders,Percent,2019,0.0027621061339361476,0.0033936333177729343,0.0020577111322964015
Deaths,Middle East & North Africa - WB,Female,30 to 34,Alcohol use disorders,Percent,2019,0.000894542782834743,0.0010445305329039986,0.0007733411833582986
Deaths,Middle East & North Africa - WB,Male,35 to 39,Alcohol use disorders,Percent,2019,0.003096965797229638,0.003799530833236027,0.002458865159786792
Deaths,Middle East & North Africa - WB,Female,35 to 39,Alcohol use disorders,Percent,2019,0.0008512949192418614,0.001008509082055745,0.0007310904436043198
Deaths,Middle East & North Africa - WB,Male,40 to 44,Alcohol use disorders,Percent,2019,0.003040329788450553,0.0036880866551210123,0.002506646905957437
Deaths,Middle East & North Africa - WB,Female,40 to 44,Alcohol use disorders,Percent,2019,0.0006632868484275413,0.000812770896994684,0.0005582492389915621
Deaths,Middle East & North Africa - WB,Male,45 to 49,Alcohol use disorders,Percent,2019,0.002467865864912742,0.003029654359699064,0.002106968444078695
Deaths,Middle East & North Africa - WB,Female,45 to 49,Alcohol use disorders,Percent,2019,0.00041958831802686627,0.0005037571100582364,0.0003574317824558941
Deaths,Middle East & North Africa - WB,Male,50 to 54,Alcohol use disorders,Percent,2019,0.0014600030470867944,0.0017415324027893321,0.0012429155980612195
Deaths,Middle East & North Africa - WB,Female,50 to 54,Alcohol use disorders,Percent,2019,0.00027014285356128585,0.0003252788839513286,0.00022772141257948602
Deaths,Middle East & North Africa - WB,Male,55 to 59,Alcohol use disorders,Percent,2019,0.0010214565787232746,0.0012270785076727289,0.0008672123132362948
Deaths,Middle East & North Africa - WB,Female,55 to 59,Alcohol use disorders,Percent,2019,0.00018604090484193724,0.0002197000007967874,0.00015912471385054073
Deaths,Middle East & North Africa - WB,Male,60 to 64,Alcohol use disorders,Percent,2019,0.0006824660586065047,0.0008190712777142481,0.0005866406166229522
Deaths,Middle East & North Africa - WB,Female,60 to 64,Alcohol use disorders,Percent,2019,0.00013590307858128557,0.00016074817862347094,0.00011713114399126596
Deaths,Middle East & North Africa - WB,Male,65 to 69,Alcohol use disorders,Percent,2019,0.0004297007735501603,0.0005172230182546551,0.0003531682874053362
Deaths,Middle East & North Africa - WB,Female,65 to 69,Alcohol use disorders,Percent,2019,0.00010897007661596215,0.00012943504025619007,9.356536886615735e-05
Deaths,Middle East & North Africa - WB,Male,25 to 29,Opioid use disorders,Percent,2019,0.015420845820692053,0.018255589891589766,0.012675710542939011
Deaths,Middle East & North Africa - WB,Female,25 to 29,Opioid use disorders,Percent,2019,0.007066365616600527,0.008691340108490644,0.005760457065343196
Deaths,Middle East & North Africa - WB,Male,30 to 34,Opioid use disorders,Percent,2019,0.01652884649084529,0.01994050182242736,0.013243949444894149
Deaths,Middle East & North Africa - WB,Female,30 to 34,Opioid use disorders,Percent,2019,0.006976116195803775,0.00852064503454934,0.005694620882264287
Deaths,Middle East & North Africa - WB,Male,35 to 39,Opioid use disorders,Percent,2019,0.0146821914918624,0.018072619995630073,0.011902956161023073
Deaths,Middle East & North Africa - WB,Female,35 to 39,Opioid use disorders,Percent,2019,0.005578410697728243,0.006980214239136509,0.004466820132416304
Deaths,Middle East & North Africa - WB,Male,40 to 44,Opioid use disorders,Percent,2019,0.011728049275174887,0.014308927485444104,0.009716947585855533
Deaths,Middle East & North Africa - WB,Female,40 to 44,Opioid use disorders,Percent,2019,0.0037593336794905694,0.004664954579809031,0.003051756434324743
Deaths,Middle East & North Africa - WB,Male,45 to 49,Opioid use disorders,Percent,2019,0.00530769311190127,0.006612033836469676,0.0042920671621431185
Deaths,Middle East & North Africa - WB,Female,45 to 49,Opioid use disorders,Percent,2019,0.002371200385365837,0.0031086585390970494,0.001819088836875674
Deaths,Middle East & North Africa - WB,Male,50 to 54,Opioid use disorders,Percent,2019,0.002536268998287739,0.003077245649009645,0.0020478429205963255
Deaths,Middle East & North Africa - WB,Female,50 to 54,Opioid use disorders,Percent,2019,0.0013001217015844969,0.0015956216229386232,0.0010553494906185813
Deaths,Middle East & North Africa - WB,Male,55 to 59,Opioid use disorders,Percent,2019,0.0014363880336710176,0.0017266593120852506,0.0011755772235473266
Deaths,Middle East & North Africa - WB,Female,55 to 59,Opioid use disorders,Percent,2019,0.0007712667334472312,0.0009756215280760582,0.0006203370116424648
Deaths,Middle East & North Africa - WB,Male,60 to 64,Opioid use disorders,Percent,2019,0.0009354452520435784,0.0011332261761694239,0.0007581930859774593
Deaths,Middle East & North Africa - WB,Female,60 to 64,Opioid use disorders,Percent,2019,0.0004303997802209695,0.000525982387518469,0.00034450020369510936
Deaths,Middle East & North Africa - WB,Male,65 to 69,Opioid use disorders,Percent,2019,0.0005499327301155921,0.0006822455740857262,0.00045965413463577046
Deaths,Middle East & North Africa - WB,Female,65 to 69,Opioid use disorders,Percent,2019,0.00035985620193962174,0.00044159466030708246,0.00028914626208259597
Deaths,East Asia & Pacific - WB,Male,25 to 29,Alcohol use disorders,Percent,2019,0.00770013596081816,0.008755353167072174,0.004693151046281347
Deaths,East Asia & Pacific - WB,Female,25 to 29,Alcohol use disorders,Percent,2019,0.0016731819289194266,0.0018627958367725826,0.0014931846188804326
Deaths,East Asia & Pacific - WB,Male,30 to 34,Alcohol use disorders,Percent,2019,0.01115933750816947,0.012492282041626255,0.007152963465711925
Deaths,East Asia & Pacific - WB,Female,30 to 34,Alcohol use disorders,Percent,2019,0.002010787517321713,0.0022206123976686813,0.0018040269657678746
Deaths,East Asia & Pacific - WB,Male,35 to 39,Alcohol use disorders,Percent,2019,0.013135439128908863,0.01469567821742079,0.0089137018774561
Deaths,East Asia & Pacific - WB,Female,35 to 39,Alcohol use disorders,Percent,2019,0.001867151063399576,0.0020586931583007127,0.0016718033138411823
Deaths,East Asia & Pacific - WB,Male,40 to 44,Alcohol use disorders,Percent,2019,0.0127269579262622,0.014213881934820434,0.008809356363531855
Deaths,East Asia & Pacific - WB,Female,40 to 44,Alcohol use disorders,Percent,2019,0.0016017473875855213,0.0017874978778867707,0.001427099320160931
Deaths,East Asia & Pacific - WB,Male,45 to 49,Alcohol use disorders,Percent,2019,0.010670439024114447,0.012041913871690357,0.007184487856263973
Deaths,East Asia & Pacific - WB,Female,45 to 49,Alcohol use disorders,Percent,2019,0.001176256227476855,0.001304663143194003,0.0010657480897914625
Deaths,East Asia & Pacific - WB,Male,50 to 54,Alcohol use disorders,Percent,2019,0.006905401979268302,0.007729288506440801,0.004419320061516838
Deaths,East Asia & Pacific - WB,Female,50 to 54,Alcohol use disorders,Percent,2019,0.0007942143366149296,0.0008701218810065613,0.0007216097604330215
Deaths,East Asia & Pacific - WB,Male,55 to 59,Alcohol use disorders,Percent,2019,0.0044092779433547655,0.004892865945614263,0.003098449770217225
Deaths,East Asia & Pacific - WB,Female,55 to 59,Alcohol use disorders,Percent,2019,0.000549836394076361,0.0006047894426162143,0.0005032597772722879
Deaths,East Asia & Pacific - WB,Male,60 to 64,Alcohol use disorders,Percent,2019,0.0026275941671923754,0.002920365827745398,0.0018743141885457454
Deaths,East Asia & Pacific - WB,Female,60 to 64,Alcohol use disorders,Percent,2019,0.00035075094782505806,0.0003853601296368793,0.0003212349952109959
Deaths,East Asia & Pacific - WB,Male,65 to 69,Alcohol use disorders,Percent,2019,0.0015966529335623945,0.0017774523859891429,0.0010915914258256049
Deaths,East Asia & Pacific - WB,Female,65 to 69,Alcohol use disorders,Percent,2019,0.00027473475376366645,0.00030255870589196817,0.0002507987366384313
Deaths,East Asia & Pacific - WB,Male,25 to 29,Opioid use disorders,Percent,2019,0.005430527302353982,0.006795618119829365,0.004444656025077128
Deaths,East Asia & Pacific - WB,Female,25 to 29,Opioid use disorders,Percent,2019,0.0028010779490275062,0.003218478294889959,0.0024770023685957102
Deaths,East Asia & Pacific - WB,Male,30 to 34,Opioid use disorders,Percent,2019,0.007539394856560476,0.008782915648775074,0.0065537361480615345
Deaths,East Asia & Pacific - WB,Female,30 to 34,Opioid use disorders,Percent,2019,0.003475565241122914,0.00395509915689335,0.003068607953900276
Deaths,East Asia & Pacific - WB,Male,35 to 39,Opioid use disorders,Percent,2019,0.005730263571122631,0.0065688088690326295,0.005059676676189521
Deaths,East Asia & Pacific - WB,Female,35 to 39,Opioid use disorders,Percent,2019,0.002692466805513892,0.003030317624763831,0.002400479422188098
Deaths,East Asia & Pacific - WB,Male,40 to 44,Opioid use disorders,Percent,2019,0.00369689010029296,0.004191421017825712,0.003294796923483302
Deaths,East Asia & Pacific - WB,Female,40 to 44,Opioid use disorders,Percent,2019,0.001522664369978516,0.0017115474261976927,0.0013439938633026717
Deaths,East Asia & Pacific - WB,Male,45 to 49,Opioid use disorders,Percent,2019,0.0018193234987656328,0.0020550116398970115,0.0016212766775655996
Deaths,East Asia & Pacific - WB,Female,45 to 49,Opioid use disorders,Percent,2019,0.0009225405201573187,0.0010465631658834055,0.0008185257165554899
Deaths,East Asia & Pacific - WB,Male,50 to 54,Opioid use disorders,Percent,2019,0.0010492913368543154,0.0011773803110814096,0.0009387925034964113
Deaths,East Asia & Pacific - WB,Female,50 to 54,Opioid use disorders,Percent,2019,0.000597022656900891,0.0006713642622874211,0.000529426699789823
Deaths,East Asia & Pacific - WB,Male,55 to 59,Opioid use disorders,Percent,2019,0.0005716644723979399,0.0006461088126659139,0.0005054932041344687
Deaths,East Asia & Pacific - WB,Female,55 to 59,Opioid use disorders,Percent,2019,0.0004412128166836386,0.0004980339522690704,0.00039323805830337934
Deaths,East Asia & Pacific - WB,Male,60 to 64,Opioid use disorders,Percent,2019,0.00035077938761252336,0.00039377528622428724,0.0003132263859523348
Deaths,East Asia & Pacific - WB,Female,60 to 64,Opioid use disorders,Percent,2019,0.0003194630349260856,0.0003614508583296928,0.00028260165794352226
Deaths,East Asia & Pacific - WB,Male,65 to 69,Opioid use disorders,Percent,2019,0.00027073017063920454,0.00030545879731517497,0.00024292153943263013
Deaths,East Asia & Pacific - WB,Female,65 to 69,Opioid use disorders,Percent,2019,0.00025361446080221706,0.0002904664596538158,0.00022274857080127304
Deaths,North America,Male,25 to 29,Alcohol use disorders,Percent,2019,0.012663190140245069,0.014390303923112802,0.01096487251113089
Deaths,North America,Female,25 to 29,Alcohol use disorders,Percent,2019,0.012807722779312511,0.014401624122754206,0.01157007942659822
Deaths,North America,Male,30 to 34,Alcohol use disorders,Percent,2019,0.018672806545316833,0.021614635510359664,0.016467758785522472
Deaths,North America,Female,30 to 34,Alcohol use disorders,Percent,2019,0.018314473355911885,0.020489289741146745,0.016730883927125365
Deaths,North America,Male,35 to 39,Alcohol use disorders,Percent,2019,0.025231252009154957,0.02750744720832887,0.02320426417187554
Deaths,North America,Female,35 to 39,Alcohol use disorders,Percent,2019,0.02041899478756888,0.02186234072624781,0.01901837334069029
Deaths,North America,Male,40 to 44,Alcohol use disorders,Percent,2019,0.029002888659303113,0.03151449446559189,0.026391833666324555
Deaths,North America,Female,40 to 44,Alcohol use disorders,Percent,2019,0.020361253114022006,0.022062101208903964,0.018757652704190546
Deaths,North America,Male,45 to 49,Alcohol use disorders,Percent,2019,0.03070025711314439,0.033192472445680785,0.028201958611048076
Deaths,North America,Female,45 to 49,Alcohol use disorders,Percent,2019,0.01965657631916074,0.02152994941723459,0.017889798641420658
Deaths,North America,Male,50 to 54,Alcohol use disorders,Percent,2019,0.02348521781548129,0.025198765160753464,0.021926529531921028
Deaths,North America,Female,50 to 54,Alcohol use disorders,Percent,2019,0.013660777248487006,0.014769386825404116,0.01271340112365287
Deaths,North America,Male,55 to 59,Alcohol use disorders,Percent,2019,0.017913531146190997,0.019100812645988195,0.016925560451906966
Deaths,North America,Female,55 to 59,Alcohol use disorders,Percent,2019,0.008901852100487044,0.009563991852009998,0.008325500323573199
Deaths,North America,Male,60 to 64,Alcohol use disorders,Percent,2019,0.011830043287056223,0.012611790477420507,0.011128537726512676
Deaths,North America,Female,60 to 64,Alcohol use disorders,Percent,2019,0.004945972498033199,0.0053141664293453565,0.004597768014582185
Deaths,North America,Male,65 to 69,Alcohol use disorders,Percent,2019,0.007209634027354619,0.007668263754331732,0.006739490899070349
Deaths,North America,Female,65 to 69,Alcohol use disorders,Percent,2019,0.0027182378628914003,0.0029703559337781013,0.0024837142408095135
Deaths,North America,Male,25 to 29,Opioid use disorders,Percent,2019,0.2929964878306104,0.35306118438548756,0.26181550189436575
Deaths,North America,Female,25 to 29,Opioid use disorders,Percent,2019,0.1963565647413323,0.21574230983577888,0.17635938426342734
Deaths,North America,Male,30 to 34,Opioid use disorders,Percent,2019,0.2638891652828184,0.31762406192642473,0.23227167095191797
Deaths,North America,Female,30 to 34,Opioid use disorders,Percent,2019,0.1638201601156001,0.18235469704350146,0.14750263150061937
Deaths,North America,Male,35 to 39,Opioid use disorders,Percent,2019,0.20879916646856117,0.2393602408673478,0.1890358902231025
Deaths,North America,Female,35 to 39,Opioid use disorders,Percent,2019,0.12946395835157554,0.14285369212413485,0.11800744532013652
Deaths,North America,Male,40 to 44,Opioid use disorders,Percent,2019,0.13029359376096583,0.14864830581424107,0.11876391388837743
Deaths,North America,Female,40 to 44,Opioid use disorders,Percent,2019,0.09517829502732819,0.10626751503212026,0.0864449422518057
Deaths,North America,Male,45 to 49,Opioid use disorders,Percent,2019,0.08428263879605612,0.09926976041639389,0.07354511545590653
Deaths,North America,Female,45 to 49,Opioid use disorders,Percent,2019,0.06932661357184168,0.07737030130298449,0.06238082162268516
Deaths,North America,Male,50 to 54,Opioid use disorders,Percent,2019,0.043277683818355284,0.050404502667861194,0.036416229511504
Deaths,North America,Female,50 to 54,Opioid use disorders,Percent,2019,0.04458514733675418,0.04953836763443173,0.040491788468980966
Deaths,North America,Male,55 to 59,Opioid use disorders,Percent,2019,0.022212740358554618,0.02596817378439263,0.018534768438252032
Deaths,North America,Female,55 to 59,Opioid use disorders,Percent,2019,0.023344658391492457,0.026553723586092325,0.020681181392187345
Deaths,North America,Male,60 to 64,Opioid use disorders,Percent,2019,0.008526201864323017,0.00991081727744241,0.006862875479459998
Deaths,North America,Female,60 to 64,Opioid use disorders,Percent,2019,0.008744256589495692,0.009857351598622187,0.007700991714895497
Deaths,North America,Male,65 to 69,Opioid use disorders,Percent,2019,0.0034527248592560677,0.003966779642625076,0.0028845817203480926
Deaths,North America,Female,65 to 69,Opioid use disorders,Percent,2019,0.0034511742607791626,0.0038803734973099084,0.003092992453637693
Deaths,Sub-Saharan Africa - WB,Male,25 to 29,Alcohol use disorders,Percent,2019,0.0023372557164683984,0.003076510487009784,0.0018959096445315498
Deaths,Sub-Saharan Africa - WB,Female,25 to 29,Alcohol use disorders,Percent,2019,0.0005141998140015593,0.0006327670704854855,0.0004006010808245866
Deaths,Sub-Saharan Africa - WB,Male,30 to 34,Alcohol use disorders,Percent,2019,0.0026909393874532863,0.003545265135703657,0.002150704395261519
Deaths,Sub-Saharan Africa - WB,Female,30 to 34,Alcohol use disorders,Percent,2019,0.0007045349101532752,0.000866896600155006,0.0005585835653067199
Deaths,Sub-Saharan Africa - WB,Male,35 to 39,Alcohol use disorders,Percent,2019,0.002184938029837866,0.0029863536743213294,0.0017292548920810715
Deaths,Sub-Saharan Africa - WB,Female,35 to 39,Alcohol use disorders,Percent,2019,0.000883714374859183,0.0010676595806361452,0.0007207279733298873
Deaths,Sub-Saharan Africa - WB,Male,40 to 44,Alcohol use disorders,Percent,2019,0.003210615250355241,0.004246449912811367,0.0026347717466711097
Deaths,Sub-Saharan Africa - WB,Female,40 to 44,Alcohol use disorders,Percent,2019,0.0007563308768611199,0.0009021980015235359,0.0006357386652707667
Deaths,Sub-Saharan Africa - WB,Male,45 to 49,Alcohol use disorders,Percent,2019,0.00461887885387117,0.005899674410137635,0.003805027929934273
Deaths,Sub-Saharan Africa - WB,Female,45 to 49,Alcohol use disorders,Percent,2019,0.0008720712289965694,0.001020999354642786,0.0007334573589160387
Deaths,Sub-Saharan Africa - WB,Male,50 to 54,Alcohol use disorders,Percent,2019,0.003981315626197813,0.004881224960671475,0.003271628627944859
Deaths,Sub-Saharan Africa - WB,Female,50 to 54,Alcohol use disorders,Percent,2019,0.0008022876511903515,0.0009371481591061629,0.0006882960800471638
Deaths,Sub-Saharan Africa - WB,Male,55 to 59,Alcohol use disorders,Percent,2019,0.004584634496415753,0.005556374391022147,0.0037588564787923145
Deaths,Sub-Saharan Africa - WB,Female,55 to 59,Alcohol use disorders,Percent,2019,0.0003831416684406447,0.0004537892836412481,0.0003275442359835396
Deaths,Sub-Saharan Africa - WB,Male,60 to 64,Alcohol use disorders,Percent,2019,0.0034633119774465054,0.004211814181750767,0.002901120982264931
Deaths,Sub-Saharan Africa - WB,Female,60 to 64,Alcohol use disorders,Percent,2019,0.00038075276925087463,0.00043593079303030414,0.00033564061317699123
Deaths,Sub-Saharan Africa - WB,Male,65 to 69,Alcohol use disorders,Percent,2019,0.0008415739427351915,0.0010764994582873235,0.0007047747204923698
Deaths,Sub-Saharan Africa - WB,Female,65 to 69,Alcohol use disorders,Percent,2019,0.0007783710089824106,0.0008748403942899142,0.0006868003750176263
Deaths,Sub-Saharan Africa - WB,Male,25 to 29,Opioid use disorders,Percent,2019,0.001442027444420946,0.0018629237853818692,0.0011100653326337041
Deaths,Sub-Saharan Africa - WB,Female,25 to 29,Opioid use disorders,Percent,2019,0.0003465251569052177,0.00049698134125726,0.0002396403181178177
Deaths,Sub-Saharan Africa - WB,Male,30 to 34,Opioid use disorders,Percent,2019,0.0017024972719647126,0.0020732060245954374,0.001359116625231454
Deaths,Sub-Saharan Africa - WB,Female,30 to 34,Opioid use disorders,Percent,2019,0.0003644307812638903,0.0005175662596544489,0.00025813394232808835
Deaths,Sub-Saharan Africa - WB,Male,35 to 39,Opioid use disorders,Percent,2019,0.0016473991915686777,0.002006780665600159,0.001318161681551735
Deaths,Sub-Saharan Africa - WB,Female,35 to 39,Opioid use disorders,Percent,2019,0.0002854344624479759,0.0004067909190249926,0.00020140251594885183
Deaths,Sub-Saharan Africa - WB,Male,40 to 44,Opioid use disorders,Percent,2019,0.0011520152536446135,0.0013509480465582252,0.0009586340212088107
Deaths,Sub-Saharan Africa - WB,Female,40 to 44,Opioid use disorders,Percent,2019,0.00020851746721387403,0.00028483524078330914,0.00015626798349439608
Deaths,Sub-Saharan Africa - WB,Male,45 to 49,Opioid use disorders,Percent,2019,0.0004851579667904386,0.000588233942103979,0.00039469433947168114
Deaths,Sub-Saharan Africa - WB,Female,45 to 49,Opioid use disorders,Percent,2019,0.0001495650685512329,0.00023209413804216937,0.0001049928651477483
Deaths,Sub-Saharan Africa - WB,Male,50 to 54,Opioid use disorders,Percent,2019,0.0002872467529273985,0.00034985678532976856,0.00023371062274864783
Deaths,Sub-Saharan Africa - WB,Female,50 to 54,Opioid use disorders,Percent,2019,0.00017476846950903812,0.0002195924652818364,0.00014056023395174984
Deaths,Sub-Saharan Africa - WB,Male,55 to 59,Opioid use disorders,Percent,2019,0.00024074503026533364,0.0003092503030516518,0.00018890712442752003
Deaths,Sub-Saharan Africa - WB,Female,55 to 59,Opioid use disorders,Percent,2019,8.729957141103599e-05,0.0001122724998439633,7.035405279436748e-05
Deaths,Sub-Saharan Africa - WB,Male,60 to 64,Opioid use disorders,Percent,2019,0.0003346486458956329,0.00041186067218196705,0.00026524532497133017
Deaths,Sub-Saharan Africa - WB,Female,60 to 64,Opioid use disorders,Percent,2019,5.7350833968910265e-05,7.196969419214585e-05,4.656147133544518e-05
Deaths,Sub-Saharan Africa - WB,Male,65 to 69,Opioid use disorders,Percent,2019,0.0002799991715767015,0.00035606764490637267,0.00022012461843225594
Deaths,Sub-Saharan Africa - WB,Female,65 to 69,Opioid use disorders,Percent,2019,6.010221640874923e-05,7.333228620900254e-05,4.9769687882289775e-05
